Site,year,Experiment,plotID,treatment,Replicate,block,Row,Column,Accession,Code_ID,Variety_ID,plant.height,tassel.height,ear.height,anthesis,silking,anthesis.silking.interval,grain.number,grain.yield,grain.weight
Graneros,2013,Gra13W,YCXGDTM1085040,watered,2,5,85,40,NQ508_H,3217,NQ508,270,320,120,NA,NA,NA,3902.1164021164,11.6698529412,299.0647058824
Graneros,2013,Gra13R,YCXGDTM1061025,rainfed,3,37,61,25,NQ508_H,3217,NQ508,185,225,100,70.752276834,74.9225179234,-4.1702410894,2723.1201686578,8.9352941176,328.1270588235
Graneros,2013,Gra13R,YCXGDTM1065019,rainfed,4,5,65,19,NQ508_H,3217,NQ508,215,260,110,70.752276834,74.9225179234,-4.1702410894,3184.6000569314,8.862254902,278.2847058824
Graneros,2013,Gra13R,YCXGDTM1110028,rainfed,5,51,110,28,NQ508_H,3217,NQ508,220,265,105,69.2512954927,73.5986808046,-4.3473853119,3087.7046905357,8.9327205882,289.2997058824
Graneros,2013,Gra13W,YCXGDTM1059046,watered,1,14,59,46,NS701_H,3218,NS701,270,310,130,NA,NA,NA,3767.8975131876,11.6911764706,310.2838235294
Graneros,2013,Gra13W,YCXGDTM1081038,watered,2,2,81,38,NS701_H,3218,NS701,260,310,130,NA,NA,NA,3783.7009803922,12.0473039216,318.4
Graneros,2013,Gra13R,YCXGDTM1048019,rainfed,3,6,48,19,NS701_H,3218,NS701,200,230,100,67.8477662825,72.2486439239,-4.4008776413,3013.9593908629,8.4242647059,279.5082352941
Graneros,2013,Gra13R,YCXGDTM1066030,rainfed,4,56,66,30,NS701_H,3218,NS701,185,230,90,66.4276631668,70.752276834,-4.3246136672,1975.9054634745,5.1184436275,259.0429411765
Graneros,2013,Gra13R,YCXGDTM1105026,rainfed,5,41,105,26,NS701_H,3218,NS701,170,200,80,69.2512954927,74.9225179234,-5.6712224307,2203.5256410256,6.3977941176,290.3435294118
Graneros,2013,Gra13W,YCXGDTM1073038,watered,1,3,73,38,Oh40B_H,3219,Oh40B,260,310,100,NA,NA,NA,2911.0797459421,9.2933823529,319.2417647059
Graneros,2013,Gra13W,YCXGDTM1088043,watered,2,10,88,43,Oh40B_H,3219,Oh40B,290,340,130,NA,NA,NA,3013.6268343816,8.8617647059,294.0564705882
Graneros,2013,Gra13R,YCXGDTM1053025,rainfed,3,35,53,25,Oh40B_H,3219,Oh40B,180,230,85,70.752276834,74.9225179234,-4.1702410894,2364.6142433234,7.303125,308.8505882353
Graneros,2013,Gra13R,YCXGDTM1073019,rainfed,4,7,73,19,Oh40B_H,3219,Oh40B,190,240,80,73.5986808046,77.2509816604,-3.6523008558,2100.9751090583,6.2770833333,298.77
Graneros,2013,Gra13R,YCXGDTM1091030,rainfed,5,56,91,30,Oh40B_H,3219,Oh40B,160,200,70,67.8477662825,72.2486439239,-4.4008776413,1982.6283987915,6.1301470588,309.1929411765
Graneros,2013,Gra13W,YCXGDTM1065039,watered,1,4,65,39,P465P_H,3220,P465P,270,330,145,NA,NA,NA,3803.4539473684,10.175,267.52
Graneros,2013,Gra13W,YCXGDTM1098049,watered,2,20,98,49,P465P_H,3220,P465P,290,345,165,NA,NA,NA,4087.43877845,10.8353553922,265.0891176471
Graneros,2013,Gra13R,YCXGDTM1057023,rainfed,3,27,57,23,P465P_H,3220,P465P,195,240,110,72.2486439239,76.1315900235,-3.8829460997,2487.8293241695,6.4049019608,257.4494117647
Graneros,2013,Gra13R,YCXGDTM1065030,rainfed,4,56,65,30,P465P_H,3220,P465P,210,260,110,69.2512954927,73.5986808046,-4.3473853119,2480.6028051328,6.1447303922,247.7111764706
Graneros,2013,Gra13R,YCXGDTM1092022,rainfed,5,20,92,22,P465P_H,3220,P465P,210,260,110,70.752276834,74.9225179234,-4.1702410894,2775.3748558247,7.1055147059,256.02
Graneros,2013,Gra13W,YCXGDTM1063050,watered,1,21,63,50,A554_H,3221,A554,275,325,135,NA,NA,NA,3234.7504621072,8.6779411765,268.2723529412
Graneros,2013,Gra13W,YCXGDTM1085039,watered,2,4,85,39,A554_H,3221,A554,280,330,120,NA,NA,NA,3098.8649940263,8.4525735294,272.7635294118
Graneros,2013,Gra13R,YCXGDTM1057030,rainfed,3,59,57,30,A554_H,3221,A554,200,245,120,63.6921554831,67.8477662825,-4.1556107994,2429.5432458698,6.1470588235,253.0129411765
Graneros,2013,Gra13R,YCXGDTM1075024,rainfed,4,30,75,24,A554_H,3221,A554,175,220,80,66.4276631668,67.8477662825,-1.4201031157,2887.7887788779,7.1544117647,247.7470588235
Graneros,2013,Gra13R,YCXGDTM1089018,rainfed,5,1,89,18,A554_H,3221,A554,175,220,80,66.4276631668,70.752276834,-4.3246136672,2948.717948718,7.2466911765,245.7573529412
Graneros,2013,Gra13W,YCXGDTM1078049,watered,1,20,78,49,FR697_H,3222,FR697,270,330,135,NA,NA,NA,3281.7627754337,10.637254902,324.1323529412
Graneros,2013,Gra13W,YCXGDTM1086046,watered,2,15,86,46,FR697_H,3222,FR697,280,330,150,NA,NA,NA,3300.4894384338,9.8731617647,299.1423529412
Graneros,2013,Gra13R,YCXGDTM1061024,rainfed,3,32,61,24,FR697_H,3222,FR697,200,245,90,70.752276834,73.5986808046,-2.8464039706,1613.7566137566,5.6589460784,350.6691176471
Graneros,2013,Gra13R,YCXGDTM1067030,rainfed,4,56,67,30,FR697_H,3222,FR697,195,240,100,69.2512954927,73.5986808046,-4.3473853119,2854.609929078,8.0105392157,280.6176470588
Graneros,2013,Gra13R,YCXGDTM1101020,rainfed,5,12,101,20,FR697_H,3222,FR697,190,235,105,77.2509816604,80.7396547498,-3.4886730894,2168.0450264186,7.3649509804,339.7047058824
Graneros,2013,Gra13W,YCXGDTM1078037,watered,1,2,78,37,PHG35_H,3223,PHG35,265,230,140,NA,NA,NA,3980.0995024876,12.031372549,302.2882352941
Graneros,2013,Gra13W,YCXGDTM1095044,watered,2,12,95,44,PHG35_H,3223,PHG35,290,340,130,NA,NA,NA,5849.4404883011,13.2926470588,227.2464705882
Graneros,2013,Gra13R,YCXGDTM1057029,rainfed,3,54,57,29,PHG35_H,3223,PHG35,180,220,85,73.5986808046,77.2509816604,-3.6523008558,3243.0908065426,9.0421568627,278.8129411765
Graneros,2013,Gra13R,YCXGDTM1085023,rainfed,4,28,85,23,PHG35_H,3223,PHG35,190,230,95,70.752276834,74.9225179234,-4.1702410894,2699.3355481728,7.6852941176,284.7105882353
Graneros,2013,Gra13R,YCXGDTM1096021,rainfed,5,16,96,21,PHG35_H,3223,PHG35,200,225,90,72.2486439239,76.1315900235,-3.8829460997,3075.6280756281,9.2555147059,300.9308823529
Graneros,2013,Gra13W,YCXGDTM1077049,watered,1,20,77,49,PHG50_H,3224,PHG50,250,295,125,NA,NA,NA,3453.3514492754,9.4079044118,272.4282352941
Graneros,2013,Gra13W,YCXGDTM1081046,watered,2,14,81,46,PHG50_H,3224,PHG50,265,310,115,NA,NA,NA,2753.42773657,9.9801470588,362.4626470588
Graneros,2013,Gra13R,YCXGDTM1048018,rainfed,3,2,48,18,PHG50_H,3224,PHG50,180,220,75,67.8477662825,72.2486439239,-4.4008776413,2709.431751611,7.6085784314,280.8182352941
Graneros,2013,Gra13R,YCXGDTM1068027,rainfed,4,43,68,27,PHG50_H,3224,PHG50,150,190,70,69.2512954927,73.5986808046,-4.3473853119,2019.2307692308,6.5393382353,323.8529411765
Graneros,2013,Gra13R,YCXGDTM1109031,rainfed,5,65,109,31,PHG50_H,3224,PHG50,210,260,85,67.8477662825,72.2486439239,-4.4008776413,3100.613154961,9.0199754902,290.9094117647
Graneros,2013,Gra13W,YCXGDTM1057040,watered,1,5,57,40,PHG71_H,3225,PHG71,260,300,110,NA,NA,NA,3373.528567327,9.4,278.64
Graneros,2013,Gra13W,YCXGDTM1101045,watered,2,14,101,45,PHG71_H,3225,PHG71,280,325,140,NA,NA,NA,4044.630404463,11.7705882353,291.0176470588
Graneros,2013,Gra13R,YCXGDTM1049019,rainfed,3,7,49,19,PHG71_H,3225,PHG71,185,220,95,65.0109583653,69.2512954927,-4.2403371274,3084.9734457982,8.0258578431,260.1597058824
Graneros,2013,Gra13R,YCXGDTM1070029,rainfed,4,52,70,29,PHG71_H,3225,PHG71,145,180,50,65.0109583653,69.2512954927,-4.2403371274,3122.3083548665,8.7213235294,279.3229411765
Graneros,2013,Gra13R,YCXGDTM1103024,rainfed,5,31,103,24,PHG71_H,3225,PHG71,170,210,80,67.8477662825,72.2486439239,-4.4008776413,2485.1945854484,7.1191176471,286.4611764706
Graneros,2013,Gra13W,YCXGDTM1060045,watered,1,13,60,45,PHG80_H,3226,PHG80,270,320,120,NA,NA,NA,2760.6007067138,7.3897058824,267.6847058824
Graneros,2013,Gra13W,YCXGDTM1088050,watered,2,21,88,50,PHG80_H,3226,PHG80,275,320,145,NA,NA,NA,3165.192926045,9.3226102941,294.5352941176
Graneros,2013,Gra13R,YCXGDTM1054025,rainfed,3,35,54,25,PHG80_H,3226,PHG80,185,220,90,69.2512954927,73.5986808046,-4.3473853119,2344.1906373379,6.6174019608,282.2894117647
Graneros,2013,Gra13R,YCXGDTM1083029,rainfed,4,55,83,29,PHG80_H,3226,PHG80,180,215,75,66.4276631668,70.752276834,-4.3246136672,2488.9380530973,6.7748161765,272.1970588235
Graneros,2013,Gra13R,YCXGDTM1107022,rainfed,5,23,107,22,PHG80_H,3226,PHG80,190,230,85,66.4276631668,70.752276834,-4.3246136672,2570.653545294,8.1000612745,315.0973529412
Graneros,2013,Gra13W,YCXGDTM1068049,watered,1,20,68,49,PHG84_H,3227,PHG84,280,350,140,NA,NA,NA,3413.189077795,10.1713235294,298.0005882353
Graneros,2013,Gra13W,YCXGDTM1088042,watered,2,9,88,42,PHG84_H,3227,PHG84,280,330,140,NA,NA,NA,3859.186746988,11.7422794118,304.2682352941
Graneros,2013,Gra13R,YCXGDTM1049030,rainfed,3,57,49,30,PHG84_H,3227,PHG84,205,255,110,73.5986808046,77.2509816604,-3.6523008558,3139.5031395031,8.7828431373,279.7526470588
Graneros,2013,Gra13R,YCXGDTM1070027,rainfed,4,43,70,27,PHG84_H,3227,PHG84,170,210,60,70.752276834,74.9225179234,-4.1702410894,2496.9362745098,8.0800857843,323.6
Graneros,2013,Gra13R,YCXGDTM1094020,rainfed,5,11,94,20,PHG84_H,3227,PHG84,195,240,95,72.2486439239,76.1315900235,-3.8829460997,3054.1012216405,8.225,269.31
Graneros,2013,Gra13W,YCXGDTM1065046,watered,1,15,65,46,PHJ40_H,3228,PHJ40,270,310,125,NA,NA,NA,3027.6816608997,8.5235294118,281.52
Graneros,2013,Gra13W,YCXGDTM1084046,watered,2,15,84,46,PHJ40_H,3228,PHJ40,270,320,120,NA,NA,NA,3083.7004405286,8.6058823529,279.0764705882
Graneros,2013,Gra13R,YCXGDTM1049026,rainfed,3,39,49,26,PHJ40_H,3228,PHJ40,180,220,90,66.4276631668,70.752276834,-4.3246136672,2645.5026455027,7.2617647059,274.4947058824
Graneros,2013,Gra13R,YCXGDTM1072031,rainfed,4,62,72,31,PHJ40_H,3228,PHJ40,155,190,75,65.0109583653,69.2512954927,-4.2403371274,1658.0692704495,5.4463235294,328.4738235294
Graneros,2013,Gra13R,YCXGDTM1098019,rainfed,5,7,98,19,PHJ40_H,3228,PHJ40,190,230,100,66.4276631668,70.752276834,-4.3246136672,2163.5957565606,6.1696078431,285.1552941176
Graneros,2013,Gra13W,YCXGDTM1076048,watered,1,19,76,48,PHK29_H,3229,PHK29,300,350,145,NA,NA,NA,3527.6428406199,11.4674019608,325.0726470588
Graneros,2013,Gra13W,YCXGDTM1098040,watered,2,6,98,40,PHK29_H,3229,PHK29,265,320,120,NA,NA,NA,4063.5158789697,12.0759803922,297.1805882353
Graneros,2013,Gra13R,YCXGDTM1045021,rainfed,3,15,45,21,PHK29_H,3229,PHK29,140,200,115,67.8477662825,72.2486439239,-4.4008776413,2869.2614770459,7.7441789216,269.9014705882
Graneros,2013,Gra13R,YCXGDTM1081031,rainfed,4,64,81,31,PHK29_H,3229,PHK29,155,195,80,70.752276834,74.9225179234,-4.1702410894,2721.1591791459,7.6479779412,281.0558823529
Graneros,2013,Gra13R,YCXGDTM1092023,rainfed,5,24,92,23,PHK29_H,3229,PHK29,175,220,80,69.2512954927,73.5986808046,-4.3473853119,2378.3977110157,6.3973651961,268.9779411765
Graneros,2013,Gra13W,YCXGDTM1073039,watered,1,5,73,39,PHR36_H,3230,PHR36,260,305,105,NA,NA,NA,2813.8044126416,7.4482230392,264.7029411765
Graneros,2013,Gra13W,YCXGDTM1081047,watered,2,16,81,47,PHR36_H,3230,PHR36,295,340,135,NA,NA,NA,3482.6336831584,11.0270220588,316.6288235294
Graneros,2013,Gra13R,YCXGDTM1044019,rainfed,3,6,44,19,PHR36_H,3230,PHR36,180,215,110,73.5986808046,76.1315900235,-2.5329092189,2570.0934579439,6.6647058824,259.3176470588
Graneros,2013,Gra13R,YCXGDTM1073030,rainfed,4,57,73,30,PHR36_H,3230,PHR36,160,185,75,65.0109583653,69.2512954927,-4.2403371274,2382.6402016383,6.0277573529,252.9864705882
Graneros,2013,Gra13R,YCXGDTM1103027,rainfed,5,45,103,27,PHR36_H,3230,PHR36,175,200,90,70.752276834,74.9225179234,-4.1702410894,2344.2596216569,5.8556985294,249.7888235294
Graneros,2013,Gra13W,YCXGDTM1075040,watered,1,6,75,40,PHT77_H,3231,PHT77,255,320,115,NA,NA,NA,3846.1538461539,10.2176470588,265.6588235294
Graneros,2013,Gra13W,YCXGDTM1101050,watered,2,22,101,50,PHT77_H,3231,PHT77,280,335,150,NA,NA,NA,4190.5151267375,12.1643382353,290.2826470588
Graneros,2013,Gra13R,YCXGDTM1061018,rainfed,3,4,61,18,PHT77_H,3231,PHT77,220,270,110,67.8477662825,72.2486439239,-4.4008776413,2684.3598055105,7.7064338235,287.0864705882
Graneros,2013,Gra13R,YCXGDTM1075027,rainfed,4,44,75,27,PHT77_H,3231,PHT77,155,200,85,70.752276834,74.9225179234,-4.1702410894,2453.1341534857,6.5604166667,267.43
Graneros,2013,Gra13R,YCXGDTM1092028,rainfed,5,47,92,28,PHT77_H,3231,PHT77,170,215,90,70.752276834,74.9225179234,-4.1702410894,2777.7777777778,7.0428921569,253.5441176471
Graneros,2013,Gra13W,YCXGDTM1076049,watered,1,20,76,49,PHV63_H,3232,PHV63,270,325,135,NA,NA,NA,4166.6666666667,11.3558823529,272.5411764706
Graneros,2013,Gra13W,YCXGDTM1099037,watered,2,2,99,37,PHV63_H,3232,PHV63,290,340,145,NA,NA,NA,4080.7560137457,11.6689338235,285.9502941176
Graneros,2013,Gra13R,YCXGDTM1054020,rainfed,3,12,54,20,PHV63_H,3232,PHV63,190,230,95,77.2509816604,80.7396547498,-3.4886730894,2931.5196998124,7.2150735294,246.1205882353
Graneros,2013,Gra13R,YCXGDTM1073025,rainfed,4,34,73,25,PHV63_H,3232,PHV63,175,220,75,73.5986808046,77.2509816604,-3.6523008558,2437.1750433276,6.7251838235,275.9417647059
Graneros,2013,Gra13R,YCXGDTM1109028,rainfed,5,51,109,28,PHV63_H,3232,PHV63,210,250,115,73.5986808046,77.2509816604,-3.6523008558,3554.0370719447,8.8947303922,250.2711764706
Graneros,2013,Gra13W,YCXGDTM1064039,watered,1,4,64,39,PHW65_H,3233,PHW65,270,330,90,NA,NA,NA,3449.6753246753,10.025,290.6070588235
Graneros,2013,Gra13W,YCXGDTM1085049,watered,2,19,85,49,PHW65_H,3233,PHW65,290,335,140,NA,NA,NA,4034.3915343915,11.8860294118,294.6176470588
Graneros,2013,Gra13R,YCXGDTM1048022,rainfed,3,20,48,22,PHW65_H,3233,PHW65,185,200,90,72.2486439239,76.1315900235,-3.8829460997,2376.0070493454,7.2261642157,304.1305882353
Graneros,2013,Gra13R,YCXGDTM1067026,rainfed,4,38,67,26,PHW65_H,3233,PHW65,160,200,95,69.2512954927,73.5986808046,-4.3473853119,2429.2742927429,7.9290441176,326.3955882353
Graneros,2013,Gra13R,YCXGDTM1106029,rainfed,5,55,106,29,PHW65_H,3233,PHW65,180,220,75,74.9225179234,78.4192045197,-3.4966865963,2938.7541179994,7.6479779412,260.2455882353
Graneros,2013,Gra13W,YCXGDTM1062045,watered,1,13,62,45,PHZ51_H,3234,PHZ51,300,355,145,NA,NA,NA,3379.4162826421,8.4333333333,249.55
Graneros,2013,Gra13W,YCXGDTM1083043,watered,2,10,83,43,PHZ51_H,3234,PHZ51,335,360,150,NA,NA,NA,3283.1408140814,9.2574142157,281.9682352941
Graneros,2013,Gra13R,YCXGDTM1050030,rainfed,3,57,50,30,PHZ51_H,3234,PHZ51,225,275,125,73.5986808046,77.2509816604,-3.6523008558,2813.3274492498,7.528125,267.5879411765
Graneros,2013,Gra13R,YCXGDTM1074023,rainfed,4,25,74,23,PHZ51_H,3234,PHZ51,180,220,90,74.9225179234,77.2509816604,-2.3284637371,1846.6290625839,5.5202205882,298.935
Graneros,2013,Gra13R,YCXGDTM1099018,rainfed,5,3,99,18,PHZ51_H,3234,PHZ51,220,250,110,72.2486439239,76.1315900235,-3.8829460997,2299.5606809445,6.3962009804,278.1488235294
Graneros,2013,Gra13W,YCXGDTM1062040,watered,1,5,62,40,SC-Malawi_H,3235,SC-Malawi,270,310,125,NA,NA,NA,2161.5980918307,7.8790441176,364.5008823529
Graneros,2013,Gra13W,YCXGDTM1083040,watered,2,5,83,40,SC-Malawi_H,3235,SC-Malawi,285,340,155,NA,NA,NA,1468.0760196455,5.1629901961,351.6841176471
Graneros,2013,Gra13R,YCXGDTM1060021,rainfed,3,18,60,21,SC-Malawi_H,3235,SC-Malawi,220,255,110,73.5986808046,77.2509816604,-3.6523008558,1476.2693156733,4.8189338235,326.4264705882
Graneros,2013,Gra13R,YCXGDTM1077030,rainfed,4,58,77,30,SC-Malawi_H,3235,SC-Malawi,165,205,85,69.2512954927,73.5986808046,-4.3473853119,1412.9181084198,4.5517156863,322.15
Graneros,2013,Gra13R,YCXGDTM1110026,rainfed,5,42,110,26,SC-Malawi_H,3235,SC-Malawi,215,275,115,73.5986808046,77.2509816604,-3.6523008558,1466.2756598241,4.5176470588,308.1035294118
Graneros,2013,Gra13W,YCXGDTM1074042,watered,1,9,74,42,UH_2500_H,3236,UH_2500,260,320,130,NA,NA,NA,3765.5533726261,9.312745098,247.3141176471
Graneros,2013,Gra13W,YCXGDTM1088051,watered,2,23,88,51,UH_2500_H,3236,UH_2500,240,290,115,NA,NA,NA,3517.8236397749,9.0661764706,257.7211764706
Graneros,2013,Gra13R,YCXGDTM1055024,rainfed,3,31,55,24,UH_2500_H,3236,UH_2500,200,240,90,63.6921554831,67.8477662825,-4.1556107994,2745.001638807,6.8231617647,248.5667647059
Graneros,2013,Gra13R,YCXGDTM1067020,rainfed,4,10,67,20,UH_2500_H,3236,UH_2500,165,210,80,63.6921554831,67.8477662825,-4.1556107994,2467.1052631579,5.9647058824,241.7694117647
Graneros,2013,Gra13R,YCXGDTM1092032,rainfed,5,66,92,32,UH_2500_H,3236,UH_2500,155,195,65,66.4276631668,70.752276834,-4.3246136672,2169.7000337041,5.2131127451,240.2688235294
Graneros,2013,Gra13W,YCXGDTM1066050,watered,1,21,66,50,UH_6102_H,3237,UH_6102,280,320,140,NA,NA,NA,3864.8409893993,10.6930147059,276.6741176471
Graneros,2013,Gra13W,YCXGDTM1091045,watered,2,14,91,45,UH_6102_H,3237,UH_6102,250,285,100,NA,NA,NA,4505.5452865065,11.8863970588,263.8170588235
Graneros,2013,Gra13R,YCXGDTM1060028,rainfed,3,50,60,28,UH_6102_H,3237,UH_6102,185,220,80,63.6921554831,67.8477662825,-4.1556107994,2386.7313915858,6.0590686275,253.8647058824
Graneros,2013,Gra13R,YCXGDTM1070022,rainfed,4,20,70,22,UH_6102_H,3237,UH_6102,190,235,90,63.6921554831,67.8477662825,-4.1556107994,1998.7699876999,6.7469362745,337.5544117647
Graneros,2013,Gra13R,YCXGDTM1090024,rainfed,5,29,90,24,UH_6102_H,3237,UH_6102,170,210,70,66.4276631668,70.752276834,-4.3246136672,2725.2906976744,6.9568014706,255.2682352941
Graneros,2013,Gra13W,YCXGDTM1066039,watered,1,4,66,39,UH_6179_H,3238,UH_6179,240,290,120,NA,NA,NA,3461.4389233954,10.8442401961,313.2870588235
Graneros,2013,Gra13W,YCXGDTM1102040,watered,2,7,102,40,UH_6179_H,3238,UH_6179,270,320,115,NA,NA,NA,3698.0082015231,10.3475490196,279.8141176471
Graneros,2013,Gra13R,YCXGDTM1044030,rainfed,3,56,44,30,UH_6179_H,3238,UH_6179,185,240,80,63.6921554831,67.8477662825,-4.1556107994,2679.0750141004,7.6093137255,284.0276470588
Graneros,2013,Gra13R,YCXGDTM1077023,rainfed,4,26,77,23,UH_6179_H,3238,UH_6179,185,230,80,66.4276631668,70.752276834,-4.3246136672,2790.346907994,7.5632352941,271.05
Graneros,2013,Gra13R,YCXGDTM1093018,rainfed,5,2,93,18,UH_6179_H,3238,UH_6179,180,220,85,67.8477662825,70.752276834,-2.9045105515,2549.1490610329,7.0522058824,276.6494117647
Graneros,2013,Gra13W,YCXGDTM1072046,watered,1,15,72,46,UH_P024_H,3239,UH_P024,290,340,120,NA,NA,NA,3186.0802958267,9.7446078431,305.8494117647
Graneros,2013,Gra13W,YCXGDTM1096039,watered,2,5,96,39,UH_P024_H,3239,UH_P024,290,340,115,NA,NA,NA,4305.8062575211,11.4359681373,265.5941176471
Graneros,2013,Gra13R,YCXGDTM1054031,rainfed,3,63,54,31,UH_P024_H,3239,UH_P024,205,245,90,66.4276631668,70.752276834,-4.3246136672,3074.0740740741,8.4220588235,273.9705882353
Graneros,2013,Gra13R,YCXGDTM1065018,rainfed,4,1,65,18,UH_P024_H,3239,UH_P024,205,255,90,66.4276631668,70.752276834,-4.3246136672,2652.2140221402,7.0099264706,264.3047058824
Graneros,2013,Gra13R,YCXGDTM1098026,rainfed,5,39,98,26,UH_P024_H,3239,UH_P024,175,210,70,67.8477662825,72.2486439239,-4.4008776413,2669.1028948123,7.459129902,279.4620588235
Graneros,2013,Gra13W,YCXGDTM1063051,watered,1,22,63,51,UH_P060_H,3240,UH_P060,270,310,120,NA,NA,NA,3331.2182741117,9.7047794118,291.3282352941
Graneros,2013,Gra13W,YCXGDTM1093050,watered,2,21,93,50,UH_P060_H,3240,UH_P060,265,315,120,NA,NA,NA,3050.041356493,9.1536764706,300.1164705882
Graneros,2013,Gra13R,YCXGDTM1052032,rainfed,3,67,52,32,UH_P060_H,3240,UH_P060,195,230,85,67.8477662825,67.8477662825,0,2892.5014645577,8.093627451,279.8141176471
Graneros,2013,Gra13R,YCXGDTM1083020,rainfed,4,13,83,20,UH_P060_H,3240,UH_P060,180,220,75,63.6921554831,66.4276631668,-2.7355076837,1985.652062516,6.4051470588,322.5714705882
Graneros,2013,Gra13R,YCXGDTM1109023,rainfed,5,28,109,23,UH_P060_H,3240,UH_P060,215,260,80,69.2512954927,73.5986808046,-4.3473853119,2430.2463639062,6.7667279412,278.4379411765
Graneros,2013,Gra13W,YCXGDTM1062041,watered,1,7,62,41,UH_P064_H,3241,UH_P064,290,350,115,NA,NA,NA,3830.2691180389,11.5422794118,301.3438235294
Graneros,2013,Gra13W,YCXGDTM1089042,watered,2,9,89,42,UH_P064_H,3241,UH_P064,280,340,115,NA,NA,NA,1876.7347968711,6.0375,321.7023529412
Graneros,2013,Gra13R,YCXGDTM1052026,rainfed,3,39,52,26,UH_P064_H,3241,UH_P064,200,240,80,66.4276631668,70.752276834,-4.3246136672,3074.3965780629,8.2571691176,268.5785294118
Graneros,2013,Gra13R,YCXGDTM1085021,rainfed,4,18,85,21,UH_P064_H,3241,UH_P064,185,230,75,69.2512954927,73.5986808046,-4.3473853119,3089.7658282741,8.6233455882,279.0938235294
Graneros,2013,Gra13R,YCXGDTM1110032,rainfed,5,69,110,32,UH_P064_H,3241,UH_P064,200,250,90,66.4276631668,69.2512954927,-2.8236323259,2968.4332464524,8.3205882353,280.3023529412
Graneros,2013,Gra13W,YCXGDTM1059043,watered,1,10,59,43,UH_P074_H,3242,UH_P074,290,320,120,NA,NA,NA,2823.5068912711,8.9042279412,315.3605882353
Graneros,2013,Gra13W,YCXGDTM1086047,watered,2,16,86,47,UH_P074_H,3242,UH_P074,290,355,145,NA,NA,NA,3753.4121929026,9.9121323529,264.0832352941
Graneros,2013,Gra13R,YCXGDTM1051023,rainfed,3,25,51,23,UH_P074_H,3242,UH_P074,160,200,70,67.8477662825,72.2486439239,-4.4008776413,2625.1117068811,7.1277573529,271.5220588235
Graneros,2013,Gra13R,YCXGDTM1071029,rainfed,4,52,71,29,UH_P074_H,3242,UH_P074,150,180,70,63.6921554831,67.8477662825,-4.1556107994,2468.487394958,6.8426470588,277.2
Graneros,2013,Gra13R,YCXGDTM1094018,rainfed,5,2,94,18,UH_P074_H,3242,UH_P074,175,210,85,62.4021108328,65.0109583653,-2.6088475324,2805.2064631957,7.5827205882,270.3088235294
Graneros,2013,Gra13W,YCXGDTM1063042,watered,1,9,63,42,UH_P087_H,3243,UH_P087,275,320,140,NA,NA,NA,3078.0467445743,8.9259191176,289.9864705882
Graneros,2013,Gra13W,YCXGDTM1094039,watered,2,5,94,39,UH_P087_H,3243,UH_P087,270,330,135,NA,NA,NA,3886.1854555285,11.5140931373,296.2826470588
Graneros,2013,Gra13R,YCXGDTM1049024,rainfed,3,30,49,24,UH_P087_H,3243,UH_P087,175,215,95,63.6921554831,67.8477662825,-4.1556107994,2003.8420773715,6.0203431373,300.44
Graneros,2013,Gra13R,YCXGDTM1073029,rainfed,4,53,73,29,UH_P087_H,3243,UH_P087,155,195,55,63.6921554831,67.8477662825,-4.1556107994,2214.4274376417,6.0202205882,271.8635294118
Graneros,2013,Gra13R,YCXGDTM1093022,rainfed,5,20,93,22,UH_P087_H,3243,UH_P087,200,240,105,63.6921554831,67.8477662825,-4.1556107994,2519.7195442594,7.0268382353,278.8738235294
Graneros,2013,Gra13W,YCXGDTM1074044,watered,1,12,74,44,UH_P104_H,3244,UH_P104,255,310,140,NA,NA,NA,2575.1072961373,7.3588235294,285.7676470588
Graneros,2013,Gra13W,YCXGDTM1097044,watered,2,12,97,44,UH_P104_H,3244,UH_P104,270,320,135,NA,NA,NA,3283.0399552948,9.768627451,297.5482352941
Graneros,2013,Gra13R,YCXGDTM1042021,rainfed,3,14,42,21,UH_P104_H,3244,UH_P104,160,200,60,63.6921554831,67.8477662825,-4.1556107994,1673.640167364,5.0235294118,300.1558823529
Graneros,2013,Gra13R,YCXGDTM1085025,rainfed,4,37,85,25,UH_P104_H,3244,UH_P104,165,195,70,66.4276631668,70.752276834,-4.3246136672,1895.5805892548,5.5395220588,292.2335294118
Graneros,2013,Gra13R,YCXGDTM1093028,rainfed,5,48,93,28,UH_P104_H,3244,UH_P104,145,185,60,65.0109583653,69.2512954927,-4.2403371274,1828.1204749493,5.3161151961,290.7967647059
Graneros,2013,Gra13W,YCXGDTM1058050,watered,1,21,58,50,UH_P115_H,3245,UH_P115,295,335,135,NA,NA,NA,3569.4673256453,10.6549019608,298.5011764706
Graneros,2013,Gra13W,YCXGDTM1081049,watered,2,19,81,49,UH_P115_H,3245,UH_P115,270,330,135,NA,NA,NA,3472.2222222222,9.8235294118,282.9176470588
Graneros,2013,Gra13R,YCXGDTM1056028,rainfed,3,49,56,28,UH_P115_H,3245,UH_P115,210,250,110,63.6921554831,67.8477662825,-4.1556107994,2672.9559748428,7.0916666667,265.3117647059
Graneros,2013,Gra13R,YCXGDTM1083026,rainfed,4,41,83,26,UH_P115_H,3245,UH_P115,180,210,90,63.6921554831,67.8477662825,-4.1556107994,2664.5041705283,7.1705882353,269.1152941176
