Site,year,Experiment,plotID,treatment,Replicate,block,Row,Column,Accession,Code_ID,Variety_ID,plant.height,tassel.height,ear.height,anthesis,silking,anthesis.silking.interval,grain.number,grain.yield,grain.weight
Gaillac,2012,Gai12R,G72-01-1-1,rainfed,1,9,3,5,B73_H,3001,B73,170,230,105,64.7849117529,78.9055366062,-14.1206248532,1492.31678487,3.4112254902,228.5858823529
Gaillac,2012,Gai12R,G72-01-2-1,rainfed,2,7,11,16,B73_H,3001,B73,170,220,105,69.1907382303,78.9055366062,-9.7147983759,1521.0355987055,3.2439215686,213.2705882353
Gaillac,2012,Gai12R,G72-01-3-1,rainfed,3,3,19,21,B73_H,3001,B73,165,235,90,67.0282656168,81.6621384111,-14.6338727943,1960.2272727273,3.4043382353,173.6705882353
Gaillac,2012,Gai12W,G72-02-1-1,watered,1,26,7,11,B73_H,3001,B73,255,315,115,65.9788172736,64.7849117529,1.1939055206,4462.1749408983,12.5463235294,281.1705882353
Gaillac,2012,Gai12W,G72-02-2-1,watered,2,18,14,13,B73_H,3001,B73,280,340,160,69.1907382303,68.1234868243,1.0672514059,3987.3887240356,10.5602941176,264.8423529412
Gaillac,2012,Gai12R,G72-01-1-2,rainfed,1,15,4,20,PH207_H,3002,PH207,165,205,105,62.0608834049,68.1234868243,-6.0626034194,2334.7701149425,4.2950980392,183.9623529412
Gaillac,2012,Gai12R,G72-01-2-2,rainfed,2,8,11,27,PH207_H,3002,PH207,165,220,105,62.0608834049,63.3048330487,-1.2439496437,2199.6996996997,5.0915931373,231.4676470588
Gaillac,2012,Gai12R,G72-01-3-2,rainfed,3,22,24,13,PH207_H,3002,PH207,175,215,80,63.3048330487,64.7849117529,-1.4800787043,1983.4221432801,4.5914705882,231.4923529412
Gaillac,2012,Gai12W,G72-02-1-2,watered,1,11,3,20,PH207_H,3002,PH207,230,285,110,62.0608834049,62.0608834049,0,3806.7023445464,10.7198529412,281.6047058824
Gaillac,2012,Gai12W,G72-02-2-2,watered,2,12,12,27,PH207_H,3002,PH207,230,285,105,65.9788172736,65.9788172736,0,3283.9990489777,9.6822916667,294.8323529412
Gaillac,2012,Gai12R,G72-01-1-3,rainfed,1,17,5,2,Oh43_H,3003,Oh43,170,210,105,63.3048330487,81.6621384111,-18.3573053625,1375.4045307443,3.465,251.9258823529
Gaillac,2012,Gai12R,G72-01-2-3,rainfed,2,11,12,20,Oh43_H,3003,Oh43,185,230,105,71.7553055814,80.2021890789,-8.4468834974,1773.7896494157,4.26875,240.6570588235
Gaillac,2012,Gai12R,G72-01-3-3,rainfed,3,21,24,3,Oh43_H,3003,Oh43,165,190,95,67.0282656168,76.4636532233,-9.4353876064,1609.1051805338,4.0155882353,249.5541176471
Gaillac,2012,Gai12W,G72-02-1-3,watered,1,9,3,3,Oh43_H,3003,Oh43,250,300,110,67.0282656168,65.9788172736,1.0494483433,4176.4937106918,10.890625,260.76
Gaillac,2012,Gai12W,G72-02-2-3,watered,2,6,11,10,Oh43_H,3003,Oh43,260,305,130,65.9788172736,68.1234868243,-2.1446695508,4785.6049004594,12.7389705882,266.1935294118
Gaillac,2012,Gai12R,G72-01-1-4,rainfed,1,13,4,2,W64A_H,3004,W64A,170,220,105,62.0608834049,68.1234868243,-6.0626034194,1503.1152647975,3.1409803922,208.9647058824
Gaillac,2012,Gai12R,G72-01-2-4,rainfed,2,10,12,10,W64A_H,3004,W64A,135,200,105,69.1907382303,80.2021890789,-11.0114508486,1507.0921985816,3.6345833333,241.1652941176
Gaillac,2012,Gai12R,G72-01-3-4,rainfed,3,6,20,13,W64A_H,3004,W64A,150,205,95,67.0282656168,78.9055366062,-11.8772709893,1398.0716253444,3.3435294118,239.1529411765
Gaillac,2012,Gai12W,G72-02-1-4,watered,1,3,1,21,W64A_H,3004,W64A,245,295,105,64.7849117529,70.3468421086,-5.5619303557,4461.8621064061,NA,NA
Gaillac,2012,Gai12W,G72-02-2-4,watered,2,4,10,26,W64A_H,3004,W64A,230,295,105,70.3468421086,70.3468421086,0,3833.6999022483,10.596752451,276.4105882353
Gaillac,2012,Gai12R,G72-01-1-5,rainfed,1,3,1,19,Oh33_H,3005,Oh33,155,210,105,71.7553055814,78.9055366062,-7.1502310248,486.6180048662,1.1168627451,229.5152941176
Gaillac,2012,Gai12R,G72-01-2-5,rainfed,2,18,14,11,Oh33_H,3005,Oh33,155,210,105,68.1234868243,81.6621384111,-13.5386515868,476.1904761905,0.8641176471,181.4647058824
Gaillac,2012,Gai12R,G72-01-3-5,rainfed,3,20,23,27,Oh33_H,3005,Oh33,170,205,90,67.0282656168,NA,NA,629.9496040317,1.1598039216,184.1105882353
Gaillac,2012,Gai12W,G72-02-1-5,watered,1,20,5,24,Oh33_H,3005,Oh33,240,315,120,65.9788172736,64.7849117529,1.1939055206,5367.975734355,11.9006127451,221.6964705882
Gaillac,2012,Gai12W,G72-02-2-5,watered,2,34,18,12,Oh33_H,3005,Oh33,240,275,110,64.7849117529,64.7849117529,0,4504.5045045045,10.7941176471,239.6294117647
Gaillac,2012,Gai12R,G72-01-1-6,rainfed,1,22,6,12,EZ47_H,3006,EZ47,145,200,105,63.3048330487,69.1907382303,-5.8859051816,380.5469556244,0.9674264706,254.22
Gaillac,2012,Gai12R,G72-01-2-6,rainfed,2,4,10,28,EZ47_H,3006,EZ47,165,205,105,63.3048330487,68.1234868243,-4.8186537757,453.6571747627,1.1295343137,248.9841176471
Gaillac,2012,Gai12R,G72-01-3-6,rainfed,3,34,27,14,EZ47_H,3006,EZ47,155,180,75,64.7849117529,77.7660082737,-12.9810965208,375.3753753754,0.8370098039,222.9794117647
Gaillac,2012,Gai12W,G72-02-1-6,watered,1,29,8,5,EZ47_H,3006,EZ47,220,295,100,63.3048330487,63.3048330487,0,3200.6517690875,9.5980392157,299.8776470588
Gaillac,2012,Gai12W,G72-02-2-6,watered,2,24,15,27,EZ47_H,3006,EZ47,225,275,120,64.7849117529,64.7849117529,0,3211.9283356907,9.3504901961,291.1176470588
Gaillac,2012,Gai12R,G72-01-1-7,rainfed,1,21,6,6,MS153_H,3007,MS153,160,225,105,63.3048330487,80.2021890789,-16.8973560302,1027.5689223058,2.8097058824,273.4323529412
Gaillac,2012,Gai12R,G72-01-2-7,rainfed,2,24,15,24,MS153_H,3007,MS153,170,235,105,63.3048330487,67.0282656168,-3.7234325682,1329.1517323775,3.0364705882,228.4517647059
Gaillac,2012,Gai12R,G72-01-3-7,rainfed,3,12,21,28,MS153_H,3007,MS153,155,225,85,64.7849117529,74.9190642556,-10.1341525026,1023.1316725979,2.4014705882,234.7176470588
Gaillac,2012,Gai12W,G72-02-1-7,watered,1,36,9,26,MS153_H,3007,MS153,240,305,110,65.9788172736,69.1907382303,-3.2119209567,3502.4154589372,10.0504901961,286.9588235294
Gaillac,2012,Gai12W,G72-02-2-7,watered,2,5,11,3,MS153_H,3007,MS153,260,310,150,64.7849117529,65.9788172736,-1.1939055206,2972.2222222222,9.4149509804,316.7647058824
Gaillac,2012,Gai12R,G72-01-1-8,rainfed,1,6,2,11,A310_H,3008,A310,155,185,105,62.0608834049,67.0282656168,-4.9673822119,1759.7087378641,4.7466176471,269.7388235294
Gaillac,2012,Gai12R,G72-01-2-8,rainfed,2,5,11,6,A310_H,3008,A310,150,175,105,69.1907382303,78.9055366062,-9.7147983759,1631.5652626105,4.2817647059,262.4329411765
Gaillac,2012,Gai12R,G72-01-3-8,rainfed,3,19,23,17,A310_H,3008,A310,170,210,110,67.0282656168,76.4636532233,-9.4353876064,1774.3979721166,3.8101960784,214.7317647059
Gaillac,2012,Gai12W,G72-02-1-8,watered,1,16,4,28,A310_H,3008,A310,240,290,120,63.3048330487,64.7849117529,-1.4800787043,3840.8656145385,11.4012254902,296.84
Gaillac,2012,Gai12W,G72-02-2-8,watered,2,7,11,18,A310_H,3008,A310,255,285,140,68.1234868243,68.1234868243,0,3841.8290854573,10.7625,280.14
Gaillac,2012,Gai12R,G72-01-1-9,rainfed,1,20,5,23,B84_H,3009,B84,155,205,105,73.2949949091,83.19971632,-9.9047214109,1666.6666666667,4.1282352941,247.6941176471
Gaillac,2012,Gai12R,G72-01-2-9,rainfed,2,36,18,26,B84_H,3009,B84,145,215,95,69.1907382303,45.657488744,23.5332494862,1673.7891737892,4.0433823529,241.5705882353
Gaillac,2012,Gai12R,G72-01-3-9,rainfed,3,31,26,20,B84_H,3009,B84,145,195,90,69.1907382303,84.6081786292,-15.417440399,1859.8615916955,4.3063235294,231.54
Gaillac,2012,Gai12W,G72-02-1-9,watered,1,21,6,2,B84_H,3009,B84,270,330,150,65.9788172736,69.1907382303,-3.2119209567,4067.8754067875,11.9240196078,293.1264705882
Gaillac,2012,Gai12W,G72-02-2-9,watered,2,2,10,11,B84_H,3009,B84,280,330,140,69.1907382303,70.3468421086,-1.1561038784,4350.7362784471,12.8279411765,294.8452941176
Gaillac,2012,Gai12R,G72-01-1-10,rainfed,1,34,9,11,F894_H,3010,F894,155,200,105,67.0282656168,85.9700180645,-18.9417524477,300.3578732106,0.8121323529,270.3882352941
Gaillac,2012,Gai12R,G72-01-2-10,rainfed,2,29,17,6,F894_H,3010,F894,155,200,95,67.0282656168,81.6621384111,-14.6338727943,689.2230576441,1.8036764706,261.6970588235
Gaillac,2012,Gai12R,G72-01-3-10,rainfed,3,30,26,9,F894_H,3010,F894,140,190,80,69.1907382303,80.2021890789,-11.0114508486,588.474025974,1.3881617647,235.8917647059
Gaillac,2012,Gai12W,G72-02-1-10,watered,1,28,7,28,F894_H,3010,F894,235,305,120,68.1234868243,70.3468421086,-2.2233552843,4101.1726546906,10.9905637255,267.9858823529
Gaillac,2012,Gai12W,G72-02-2-10,watered,2,23,15,21,F894_H,3010,F894,240,290,115,70.3468421086,71.7553055814,-1.4084634728,4262.0865139949,11.2651960784,264.3117647059
Gaillac,2012,Gai12R,G72-01-1-11,rainfed,1,12,3,27,F912_H,3011,F912,155,205,105,62.0608834049,78.9055366062,-16.8446532012,1357.6779026217,3.1004411765,228.3635294118
Gaillac,2012,Gai12R,G72-01-2-11,rainfed,2,14,13,9,F912_H,3011,F912,145,170,105,73.2949949091,81.6621384111,-8.3671435021,926.7367192061,2.1758088235,234.7817647059
Gaillac,2012,Gai12R,G72-01-3-11,rainfed,3,25,25,6,F912_H,3011,F912,135,160,75,67.0282656168,74.9190642556,-7.8907986387,975.7834757835,2.2296078431,228.4941176471
Gaillac,2012,Gai12W,G72-02-1-11,watered,1,33,9,3,F912_H,3011,F912,240,300,115,64.7849117529,64.7849117529,0,3701.5199161426,9.9290441176,268.2423529412
Gaillac,2012,Gai12W,G72-02-2-11,watered,2,27,16,18,F912_H,3011,F912,250,290,115,63.3048330487,64.7849117529,-1.4800787043,4326.9230769231,11.9613970588,276.4411764706
Gaillac,2012,Gai12R,G72-01-1-12,rainfed,1,19,5,17,B105_H,3012,B105,160,220,105,70.3468421086,78.9055366062,-8.5586944975,1099.1379310345,2.59875,236.4352941176
Gaillac,2012,Gai12R,G72-01-2-12,rainfed,2,23,15,20,B105_H,3012,B105,180,230,105,69.1907382303,84.6081786292,-15.417440399,931.5206445116,2.4702941176,265.1894117647
Gaillac,2012,Gai12R,G72-01-3-12,rainfed,3,26,25,11,B105_H,3012,B105,155,195,70,64.7849117529,74.9190642556,-10.1341525026,509.5459236326,1.2508333333,245.48
Gaillac,2012,Gai12W,G72-02-1-12,watered,1,17,5,2,B105_H,3012,B105,260,340,120,64.7849117529,68.1234868243,-3.3385750714,4092.9203539823,9.3316176471,227.9941176471
Gaillac,2012,Gai12W,G72-02-2-12,watered,2,13,13,6,B105_H,3012,B105,230,280,80,63.3048330487,65.9788172736,-2.6739842249,3165.6762874929,7.5131740196,237.3323529412
Gaillac,2012,Gai12R,G72-01-1-13,rainfed,1,31,8,21,A347_H,3013,A347,145,180,105,65.9788172736,78.9055366062,-12.9267193326,736.0886007563,1.7846078431,242.4447058824
Gaillac,2012,Gai12R,G72-01-2-13,rainfed,2,2,10,14,A347_H,3013,A347,145,175,105,62.0608834049,64.7849117529,-2.724028348,653.3530571992,1.7510784314,268.0141176471
Gaillac,2012,Gai12R,G72-01-3-13,rainfed,3,1,19,5,A347_H,3013,A347,165,175,100,67.0282656168,68.1234868243,-1.0952212075,1238.3900928793,3.2047058824,258.78
Gaillac,2012,Gai12W,G72-02-1-13,watered,1,15,4,17,A347_H,3013,A347,235,300,100,71.7553055814,69.1907382303,2.5645673512,2895.135009311,8.7672181373,302.8258823529
Gaillac,2012,Gai12W,G72-02-2-13,watered,2,1,10,4,A347_H,3013,A347,250,300,125,65.9788172736,65.9788172736,0,4102.999434069,10.4485294118,254.6558823529
Gaillac,2012,Gai12R,G72-01-1-14,rainfed,1,30,8,13,EP52_H,3014,EP52,145,175,105,67.0282656168,84.6081786292,-17.5799130124,1518.2461873638,3.8041176471,250.56
Gaillac,2012,Gai12R,G72-01-2-14,rainfed,2,9,12,5,EP52_H,3014,EP52,155,190,105,78.9055366062,81.6621384111,-2.756601805,1379.5518207283,3.3074754902,239.75
Gaillac,2012,Gai12R,G72-01-3-14,rainfed,3,35,27,18,EP52_H,3014,EP52,150,185,80,67.0282656168,84.6081786292,-17.5799130124,847.8260869565,1.95,230
Gaillac,2012,Gai12W,G72-02-1-14,watered,1,22,6,10,EP52_H,3014,EP52,250,325,120,63.3048330487,63.3048330487,0,3612.7980206928,11.0547794118,305.9894117647
Gaillac,2012,Gai12W,G72-02-2-14,watered,2,25,16,3,EP52_H,3014,EP52,240,275,125,68.1234868243,69.1907382303,-1.0672514059,3697.6289134438,11.1965073529,302.8023529412
Gaillac,2012,Gai12R,G72-01-1-15,rainfed,1,25,7,3,F7028_H,3015,F7028,160,200,105,63.3048330487,67.0282656168,-3.7234325682,1004.5422781272,1.9363970588,192.7641176471
Gaillac,2012,Gai12R,G72-01-2-15,rainfed,2,15,13,19,F7028_H,3015,F7028,180,235,105,64.7849117529,81.6621384111,-16.8772266582,1201.4787430684,2.6764705882,222.7647058824
Gaillac,2012,Gai12R,G72-01-3-15,rainfed,3,32,26,28,F7028_H,3015,F7028,160,215,85,64.7849117529,67.0282656168,-2.2433538639,673.3206590621,1.4645833333,217.5164705882
Gaillac,2012,Gai12W,G72-02-1-15,watered,1,8,2,23,F7028_H,3015,F7028,235,290,115,64.7849117529,65.9788172736,-1.1939055206,4406.3079777366,9.6397058824,218.7705882353
Gaillac,2012,Gai12W,G72-02-2-15,watered,2,14,13,13,F7028_H,3015,F7028,250,275,120,64.7849117529,64.7849117529,0,4614.0939597315,11.2102941176,242.9576470588
Gaillac,2012,Gai12R,G72-01-1-16,rainfed,1,26,7,10,F1890_H,3016,F1890,150,170,105,69.1907382303,78.9055366062,-9.7147983759,1674.0521910389,4.76,284.34
Gaillac,2012,Gai12R,G72-01-2-16,rainfed,2,17,14,7,F1890_H,3016,F1890,170,225,105,63.3048330487,68.1234868243,-4.8186537757,1981.0659186536,5.8743382353,296.5241176471
Gaillac,2012,Gai12R,G72-01-3-16,rainfed,3,27,25,17,F1890_H,3016,F1890,155,195,110,67.0282656168,74.9190642556,-7.8907986387,1644.370122631,3.9911764706,242.7176470588
Gaillac,2012,Gai12W,G72-02-1-16,watered,1,35,9,21,F1890_H,3016,F1890,250,285,120,63.3048330487,64.7849117529,-1.4800787043,3893.0976430976,11.315379902,290.6523529412
Gaillac,2012,Gai12W,G72-02-2-16,watered,2,32,17,27,F1890_H,3016,F1890,240,285,120,65.9788172736,65.9788172736,0,4348.0980980981,12.1965686275,280.5035294118
Gaillac,2012,Gai12R,G72-01-1-17,rainfed,1,1,1,6,A374_H,3017,A374,160,210,105,63.3048330487,67.0282656168,-3.7234325682,2374.213836478,5.0333333333,212
Gaillac,2012,Gai12R,G72-01-2-17,rainfed,2,13,13,2,A374_H,3017,A374,160,185,105,68.1234868243,84.6081786292,-16.4846918049,719.1994996873,1.4837254902,206.3023529412
Gaillac,2012,Gai12R,G72-01-3-17,rainfed,3,16,22,24,A374_H,3017,A374,155,180,90,68.1234868243,80.2021890789,-12.0787022545,584.3495934959,1.1161764706,191.0117647059
Gaillac,2012,Gai12W,G72-02-1-17,watered,1,30,8,11,A374_H,3017,A374,260,315,110,68.1234868243,69.1907382303,-1.0672514059,4751.4619883041,11.3590686275,239.0647058824
Gaillac,2012,Gai12W,G72-02-2-17,watered,2,31,17,19,A374_H,3017,A374,265,280,120,67.0282656168,65.9788172736,1.0494483433,4862.3578695392,11.2156862745,230.6635294118
Gaillac,2012,Gai12R,G72-01-1-18,rainfed,1,35,9,19,FR19_H,3018,FR19,160,195,105,63.3048330487,78.9055366062,-15.6007035575,1548.2695810565,3.595,232.1947058824
Gaillac,2012,Gai12R,G72-01-2-18,rainfed,2,3,10,18,FR19_H,3018,FR19,170,215,105,70.3468421086,81.6621384111,-11.3152963025,1603.1746031746,3.5993627451,224.5147058824
Gaillac,2012,Gai12R,G72-01-3-18,rainfed,3,28,25,28,FR19_H,3018,FR19,170,200,95,67.0282656168,76.4636532233,-9.4353876064,1396.6480446927,3.2161764706,230.2782352941
Gaillac,2012,Gai12W,G72-02-1-18,watered,1,19,5,17,FR19_H,3018,FR19,250,295,125,67.0282656168,70.3468421086,-3.3185764918,4055.9147509579,11.7898284314,290.6823529412
Gaillac,2012,Gai12W,G72-02-2-18,watered,2,26,16,14,FR19_H,3018,FR19,270,315,140,65.9788172736,70.3468421086,-4.3680248351,4774.3055555556,11.7279411765,245.6470588235
Gaillac,2012,Gai12R,G72-01-1-19,rainfed,1,32,8,28,B100_H,3019,B100,160,200,105,64.7849117529,81.6621384111,-16.8772266582,1811.3159242192,4.8900735294,269.9735294118
Gaillac,2012,Gai12R,G72-01-2-19,rainfed,2,22,15,11,B100_H,3019,B100,160,220,105,68.1234868243,78.9055366062,-10.7820497818,1452.3084728564,3.8671813725,266.2782352941
Gaillac,2012,Gai12R,G72-01-3-19,rainfed,3,33,27,4,B100_H,3019,B100,135,170,80,65.9788172736,73.2949949091,-7.3161776355,876.3837638376,2.0005882353,228.2776470588
Gaillac,2012,Gai12W,G72-02-1-19,watered,1,10,3,10,B100_H,3019,B100,255,300,115,64.7849117529,64.7849117529,0,4163.6163982431,11.4753676471,275.6105882353
Gaillac,2012,Gai12W,G72-02-2-19,watered,2,11,12,16,B100_H,3019,B100,235,NA,110,64.7849117529,68.1234868243,-3.3385750714,4733.4780511336,13.0256127451,275.1805882353
Gaillac,2012,Gai12R,G72-01-1-20,rainfed,1,27,7,20,EZ11A_H,3020,EZ11A,160,215,105,70.3468421086,84.6081786292,-14.2613365206,1000,2.3152941176,231.5294117647
Gaillac,2012,Gai12R,G72-01-2-20,rainfed,2,21,15,4,EZ11A_H,3020,EZ11A,160,215,105,70.3468421086,81.6621384111,-11.3152963025,1539.6964389959,3.2580882353,211.6058823529
Gaillac,2012,Gai12R,G72-01-3-20,rainfed,3,7,20,19,EZ11A_H,3020,EZ11A,180,225,95,67.0282656168,83.19971632,-16.1714507031,1395.7307060755,3.34,239.3011764706
Gaillac,2012,Gai12W,G72-02-1-20,watered,1,18,5,12,EZ11A_H,3020,EZ11A,260,340,130,63.3048330487,64.7849117529,-1.4800787043,4306.1620572538,11.5026960784,267.1217647059
Gaillac,2012,Gai12W,G72-02-2-20,watered,2,9,12,7,EZ11A_H,3020,EZ11A,255,260,145,68.1234868243,65.9788172736,2.1446695508,3834.706959707,11.1009803922,289.4870588235
Gaillac,2012,Gai12R,G72-01-1-21,rainfed,1,16,4,27,EZ37_H,3021,EZ37,150,185,105,69.1907382303,81.6621384111,-12.4714001809,1277.2585669782,2.7815686275,217.7764705882
Gaillac,2012,Gai12R,G72-01-2-21,rainfed,2,6,11,13,EZ37_H,3021,EZ37,155,190,105,70.3468421086,84.6081786292,-14.2613365206,1094.7712418301,2.2924509804,209.4
Gaillac,2012,Gai12R,G72-01-3-21,rainfed,3,8,20,24,EZ37_H,3021,EZ37,180,235,110,67.0282656168,81.6621384111,-14.6338727943,1247.553816047,2.5575,205.0011764706
Gaillac,2012,Gai12W,G72-02-1-21,watered,1,12,3,28,EZ37_H,3021,EZ37,250,300,120,64.7849117529,64.7849117529,0,4179.1417165669,11.8071078431,282.5247058824
Gaillac,2012,Gai12W,G72-02-2-21,watered,2,3,10,20,EZ37_H,3021,EZ37,265,290,125,65.9788172736,65.9788172736,0,5103.1144781145,12.428125,243.54
Gaillac,2012,Gai12R,G72-01-1-22,rainfed,1,28,7,23,F1808_H,3022,F1808,160,205,105,62.0608834049,68.1234868243,-6.0626034194,1706.2766605728,3.9035294118,228.7747058824
Gaillac,2012,Gai12R,G72-01-2-22,rainfed,2,20,14,27,F1808_H,3022,F1808,175,220,105,64.7849117529,65.9788172736,-1.1939055206,1966.3742690059,4.760245098,242.0823529412
Gaillac,2012,Gai12R,G72-01-3-22,rainfed,3,11,21,20,F1808_H,3022,F1808,165,225,80,68.1234868243,83.19971632,-15.0762294957,1158.1262939959,3.0974019608,267.4494117647
Gaillac,2012,Gai12W,G72-02-1-22,watered,1,6,2,10,F1808_H,3022,F1808,260,300,125,65.9788172736,63.3048330487,2.6739842249,4351.0610766046,11.6368872549,267.4494117647
Gaillac,2012,Gai12W,G72-02-2-22,watered,2,20,14,24,F1808_H,3022,F1808,235,275,115,68.1234868243,65.9788172736,2.1446695508,3900.8916323731,11.6259191176,298.0323529412
Gaillac,2012,Gai12R,G72-01-1-23,rainfed,1,33,9,3,Pa405_H,3023,Pa405,150,205,105,64.7849117529,83.19971632,-18.4148045671,523.8095238095,1.1404411765,217.7205882353
Gaillac,2012,Gai12R,G72-01-2-23,rainfed,2,34,18,12,Pa405_H,3023,Pa405,170,210,90,64.7849117529,81.6621384111,-16.8772266582,728.9879931389,1.695,232.5141176471
Gaillac,2012,Gai12R,G72-01-3-23,rainfed,3,10,21,11,Pa405_H,3023,Pa405,155,190,95,65.9788172736,84.6081786292,-18.6293613557,648.6568986569,1.4125,217.7576470588
Gaillac,2012,Gai12W,G72-02-1-23,watered,1,4,1,24,Pa405_H,3023,Pa405,235,300,110,64.7849117529,67.0282656168,-2.2433538639,4363.7387387387,11.0931372549,254.2117647059
Gaillac,2012,Gai12W,G72-02-2-23,watered,2,29,17,7,Pa405_H,3023,Pa405,220,275,120,64.7849117529,65.9788172736,-1.1939055206,4123.7113402062,8.6941176471,210.8323529412
Gaillac,2012,Gai12R,G72-01-1-24,rainfed,1,7,2,20,LH38_H,3024,LH38,160,205,105,63.3048330487,83.19971632,-19.8948832713,1833.7173579109,3.2395098039,176.6635294118
Gaillac,2012,Gai12R,G72-01-2-24,rainfed,2,12,12,25,LH38_H,3024,LH38,175,195,105,70.3468421086,83.19971632,-12.8528742114,1393.8315539739,3.2300980392,231.7423529412
Gaillac,2012,Gai12R,G72-01-3-24,rainfed,3,18,23,10,LH38_H,3024,LH38,140,190,80,67.0282656168,74.9190642556,-7.8907986387,1847.5750577367,3.1435294118,170.1435294118
Gaillac,2012,Gai12W,G72-02-1-24,watered,1,34,9,12,LH38_H,3024,LH38,235,280,115,63.3048330487,64.7849117529,-1.4800787043,4121.8034993271,12.6823529412,307.6894117647
Gaillac,2012,Gai12W,G72-02-2-24,watered,2,36,18,27,LH38_H,3024,LH38,240,275,105,64.7849117529,65.9788172736,-1.1939055206,3928.5714285714,11.2588235294,286.5882352941
Gaillac,2012,Gai12R,G72-01-1-25,rainfed,1,8,2,28,Oh02_H,3025,Oh02,150,220,105,73.2949949091,81.6621384111,-8.3671435021,1368.5636856369,3.5845098039,261.9176470588
Gaillac,2012,Gai12R,G72-01-2-25,rainfed,2,19,14,17,Oh02_H,3025,Oh02,175,220,105,69.1907382303,81.6621384111,-12.4714001809,2549.0196078431,6.4056862745,251.3
Gaillac,2012,Gai12R,G72-01-3-25,rainfed,3,4,19,25,Oh02_H,3025,Oh02,175,210,115,74.9190642556,81.6621384111,-6.7430741556,1915.7925407925,4.6605147059,243.2682352941
Gaillac,2012,Gai12W,G72-02-1-25,watered,1,24,6,26,Oh02_H,3025,Oh02,255,330,120,69.1907382303,70.3468421086,-1.1561038784,4894.9864498645,12.75,260.4705882353
Gaillac,2012,Gai12W,G72-02-2-25,watered,2,16,13,27,Oh02_H,3025,Oh02,260,305,175,74.9190642556,77.7660082737,-2.8469440182,4949.5341614907,13.2,266.6917647059
Gaillac,2012,Gai12R,G72-01-1-26,rainfed,1,11,3,18,UH250_H,3026,UH250,170,215,105,62.0608834049,68.1234868243,-6.0626034194,1924.4350282486,3.9004901961,202.6823529412
Gaillac,2012,Gai12R,G72-01-2-26,rainfed,2,31,17,16,UH250_H,3026,UH250,170,210,80,63.3048330487,67.0282656168,-3.7234325682,1420.8173690932,3.1411764706,221.0823529412
Gaillac,2012,Gai12R,G72-01-3-26,rainfed,3,24,24,27,UH250_H,3026,UH250,175,225,85,63.3048330487,63.3048330487,0,1388.8888888889,2.84875,205.11
Gaillac,2012,Gai12W,G72-02-1-26,watered,1,5,2,6,UH250_H,3026,UH250,235,280,105,63.3048330487,63.3048330487,0,4540.5982905983,9.225,203.1670588235
Gaillac,2012,Gai12W,G72-02-2-26,watered,2,21,15,7,UH250_H,3026,UH250,225,270,100,62.0608834049,62.0608834049,0,3323.1083844581,9.3931372549,282.6611764706
Gaillac,2012,Gai12R,G72-01-1-27,rainfed,1,10,3,13,B97_H,3027,B97,155,160,105,69.1907382303,80.2021890789,-11.0114508486,1860.78140455,5.2453676471,281.8905882353
Gaillac,2012,Gai12R,G72-01-2-27,rainfed,2,30,17,9,B97_H,3027,B97,160,180,95,68.1234868243,81.6621384111,-13.5386515868,2033.7301587302,5.4103921569,266.0329411765
Gaillac,2012,Gai12R,G72-01-3-27,rainfed,3,5,20,4,B97_H,3027,B97,145,185,75,73.2949949091,78.9055366062,-5.6105416971,1210.4622871046,3.223995098,266.3441176471
Gaillac,2012,Gai12W,G72-02-1-27,watered,1,7,2,17,B97_H,3027,B97,250,300,125,68.1234868243,69.1907382303,-1.0672514059,4266.1601543657,12.1211397059,284.1229411765
Gaillac,2012,Gai12W,G72-02-2-27,watered,2,28,16,25,B97_H,3027,B97,250,300,135,71.7553055814,70.3468421086,1.4084634728,4257.9075425791,11.9754901961,281.2529411765
Gaillac,2012,Gai12R,G72-01-1-28,rainfed,1,18,5,12,F838_H,3028,F838,140,180,105,73.2949949091,81.6621384111,-8.3671435021,1321.1382113821,3.2452205882,245.6382352941
Gaillac,2012,Gai12R,G72-01-2-28,rainfed,2,25,16,5,F838_H,3028,F838,150,190,105,70.3468421086,78.9055366062,-8.5586944975,1151.0500807754,2.8709558824,249.4205882353
Gaillac,2012,Gai12R,G72-01-3-28,rainfed,3,36,27,24,F838_H,3028,F838,150,195,80,70.3468421086,83.19971632,-12.8528742114,1578.1563126253,3.2889705882,208.4058823529
Gaillac,2012,Gai12W,G72-02-1-28,watered,1,2,1,14,F838_H,3028,F838,255,305,115,70.3468421086,71.7553055814,-1.4084634728,4752.7158376215,11.2789215686,237.3152941176
Gaillac,2012,Gai12W,G72-02-2-28,watered,2,33,18,6,F838_H,3028,F838,210,260,120,67.0282656168,65.9788172736,1.0494483433,4246.648385131,9.5512867647,224.9135294118
Gaillac,2012,Gai12R,G72-01-1-29,rainfed,1,4,1,23,B104_H,3029,B104,135,170,105,73.2949949091,85.9700180645,-12.6750231555,350.6311360449,1.0117647059,288.5552941176
Gaillac,2012,Gai12R,G72-01-2-29,rainfed,2,26,16,14,B104_H,3029,B104,160,190,105,70.3468421086,84.6081786292,-14.2613365206,501.7784552846,1.28375,255.84
Gaillac,2012,Gai12R,G72-01-3-29,rainfed,3,29,26,6,B104_H,3029,B104,130,175,85,69.1907382303,NA,NA,1004.4642857143,2.5292647059,251.8023529412
